TAHUN,KUMPULAN KOMODITI,KOMODITI,NEGERI,DAERAH,LUAS_BERTANAM_HA,LUAS_BERHASIL_HA,PENGELUARAN_MT
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,14.89,14.89,324.25
2019,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,28.75,18.70,362.17
2019,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,TAMPIN,24.80,24.80,534.18
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,SEGAMAT,41.70,41.70,604.65
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,BANDAR BAHARU,60.00,60.00,606.00
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,38.20,38.20,756.44
2019,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,JEMPOL,57.00,57.00,1150.26
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,80.00,80.00,1299.26
2019,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,106.00,92.50,2070.75
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,JERANTUT,0.10,0.10,2.00
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,259.70,259.70,5364.94
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TATAU,1.00,0.40,5.40
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.80,0.40,6.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,TENOM,1.00,1.00,7.30
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,0.50,0.50,8.00
2019,BUAH-BUAHAN,TEMBIKAI,SELANGOR,KLANG,0.40,0.40,8.20
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,1.40,1.40,8.50
2019,BUAH-BUAHAN,TEMBIKAI,WP LABUAN,WP LABUAN,0.66,0.65,9.59
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PAKAN,1.00,1.00,10.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,RANAU,0.80,0.80,11.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,1.00,15.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,5.00,2.50,15.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,PUTATAN,2.40,2.40,19.20
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KANOWIT,2.00,2.00,20.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,3.30,1.50,20.70
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,1.70,1.70,20.80
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,1.80,20.80
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,LARUT MATANG / SELAMA,2.40,2.00,24.00
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,1.90,1.70,24.89
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,3.20,1.70,25.20
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,3.20,3.20,28.50
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MARUDI,1.60,1.60,28.80
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,2.00,2.00,30.00
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,BENTONG,2.00,2.00,34.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,5.80,4.80,34.20
2019,BUAH-BUAHAN,TEMBIKAI,SELANGOR,PETALING,1.80,1.80,43.30
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BETONG,3.00,3.00,54.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,21.50,9.00,54.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,17.30,5.50,58.40
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,5.00,4.80,62.40
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,5.00,5.00,70.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,5.90,70.80
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,BALING,5.00,3.00,71.30
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,8.70,8.15,77.14
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.10,84.50
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,4.50,4.50,85.50
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,7.20,7.20,87.40
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,5.20,3.70,88.28
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,14.20,5.00,97.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,6.50,6.50,97.50
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KUNAK,8.00,8.00,109.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,12.00,12.00,115.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,11.00,8.30,115.40
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,10.60,7.30,146.00
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,7.80,7.80,149.41
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,8.00,7.55,150.22
2019,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,REMBAU,8.00,8.00,156.21
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,10.30,10.30,161.25
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,22.70,10.70,162.60
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,9.40,9.40,175.50
2019,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JELEBU,8.20,8.20,186.25
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,13.50,13.50,215.70
2019,BUAH-BUAHAN,TEMBIKAI,MELAKA,JASIN,24.60,17.70,237.88
2019,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,8.60,8.60,244.53
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,38.00,38.00,256.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,13.50,13.50,257.60
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,18.60,18.60,279.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,24.00,24.00,331.00
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,23.30,23.30,394.83
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,49.10,28.00,400.40
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,26.40,26.40,403.15
2019,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,27.50,27.00,424.95
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,30.00,30.00,445.00
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,36.00,19.80,519.54
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,MANJUNG,30.30,30.30,545.40
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,38.00,31.30,551.60
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,SIK,40.70,40.70,776.00
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,36.80,35.70,793.64
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,95.50,54.50,819.73
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,68.10,63.90,859.50
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,51.84,46.77,873.29
2019,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,18.48,18.48,953.50
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,60.00,60.00,989.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,99.20,55.80,1016.30
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,BATANG PADANG,55.00,55.00,1033.75
2019,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,54.00,54.00,1044.00
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,85.00,75.00,1097.06
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,59.28,59.28,1136.21
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,61.65,61.65,1155.70
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,63.82,62.72,1180.19
2019,BUAH-BUAHAN,TEMBIKAI,MELAKA,ALOR GAJAH,100.00,100.00,1245.00
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,98.20,95.10,1403.20
2019,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,KUALA PILAH,84.00,84.00,1503.50
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,170.00,170.00,1560.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,137.30,111.40,1718.80
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,335.90,105.40,1848.00
2019,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,115.89,115.89,2089.25
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,123.20,2180.20
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,129.39,129.39,2398.42
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,211.15,211.15,2614.97
2019,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,150.00,150.00,2887.79
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,137.25,137.20,2939.40
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,157.30,153.80,2991.75
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,148.81,146.23,3003.06
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,BERA,208.00,208.00,3144.00
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,145.25,145.25,3583.64
2019,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,210.00,196.00,3624.50
2019,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,441.00,398.50,3734.25
2019,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,261.00,261.00,4112.11
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,389.22,384.00,6131.70
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,320.40,318.39,6797.64
2019,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,410.00,410.00,7380.00
2019,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JEMPOL,468.00,468.00,7885.80
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,362.17,360.56,8026.22
2019,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,571.00,571.00,8371.76
2019,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,422.80,418.40,8572.42
2019,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1039.80,1019.50,19989.94
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.60,0.00,0.00
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,LANGKAWI,0.10,0.07,0.79
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,BARAT DAYA,0.40,0.40,0.30
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KUALA KANGSAR,0.25,0.05,1.50
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,POKOK SENA,0.35,0.30,1.50
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.50,0.15,3.85
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BENTONG,0.20,0.20,4.26
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,BELURAN,5.00,0.00,0.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HULU PERAK,0.40,0.40,7.60
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KEMAMAN,0.80,0.80,7.25
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SABAK BERNAM,0.80,0.80,7.67
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,11.50,0.00,0.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KULIM,0.60,0.60,11.23
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,SEBERANG PERAI UTARA,1.20,1.20,13.63
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TUMPAT,0.80,0.80,14.45
2020,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,KUALA PILAH,0.80,0.80,18.06
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,SIK,2.90,2.60,16.16
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,PETALING,1.39,0.99,19.37
2020,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,TAMPIN,0.80,0.80,20.40
2020,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,GOMBAK,0.80,0.80,21.00
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,GUA MUSANG,2.40,2.40,20.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,PADANG TERAP,1.00,1.00,23.57
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,MACHANG,1.00,0.80,24.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,MARANG,2.60,2.60,21.96
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HILIR PERAK,1.60,1.60,25.26
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KOTA TINGGI,2.00,2.00,27.40
2020,BUAH-BUAHAN,TEMBIKAI WANGI,JOHOR,KOTA TINGGI,3.85,3.85,25.32
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KUBANG PASU,2.15,2.15,43.90
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,2.00,1.70,45.13
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,5.10,5.10,51.92
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA SELANGOR,8.40,8.20,45.68
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERLIS,PERLIS,5.24,5.24,56.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,16.20,8.20,45.22
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KINTA,2.50,2.50,68.04
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,3.50,3.10,70.63
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,3.63,3.11,72.08
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,4.00,3.90,71.48
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,4.20,4.10,74.50
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA LANGAT,5.30,5.30,83.00
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,4.22,4.22,99.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,7.40,7.40,95.45
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU LANGAT,3.70,3.70,104.70
2020,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,3.90,3.90,108.10
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,6.00,6.00,126.00
2020,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,9.06,8.86,124.28
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,5.56,4.51,162.81
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SEPANG,9.20,9.20,167.50
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR MAS,10.50,10.24,237.22
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,11.00,11.00,254.71
2020,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,14.69,14.69,326.12
2020,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,19.70,19.70,436.88
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,SEGAMAT,41.00,41.00,430.91
2020,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,58.40,51.50,497.50
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,2.00,1.00,0.50
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,46.85,46.85,776.05
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,1.00,0.10,1.50
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,110.00,110.00,2275.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,0.40,0.40,2.30
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,1.00,1.00,3.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,1.20,0.70,3.20
2020,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,213.00,183.65,4558.00
2020,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,257.00,257.00,5425.86
2020,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,244.10,244.10,5558.43
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,JERANTUT,0.30,0.30,5.70
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.80,0.40,6.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,RANAU,0.80,0.80,7.40
2020,BUAH-BUAHAN,TEMBIKAI,SELANGOR,KLANG,0.40,0.40,8.50
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PAKAN,1.00,1.00,10.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,1.00,0.70,10.80
2020,BUAH-BUAHAN,TEMBIKAI,WP LABUAN,WP LABUAN,0.60,0.56,11.05
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,1.50,1.50,14.50
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,1.00,15.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,6.00,1.10,16.40
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,TAMPIN,0.80,0.80,16.97
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,2.50,2.50,18.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KANOWIT,2.00,2.00,20.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,4.00,4.00,22.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KUNAK,10.00,10.00,23.70
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MARUDI,2.00,1.40,25.20
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,PUTATAN,4.20,4.10,25.90
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,4.20,2.70,26.00
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,LARUT MATANG / SELAMA,2.40,2.00,26.30
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,1.50,27.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,TENOM,2.00,2.00,29.30
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,2.00,2.00,30.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,4.00,2.50,33.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,6.00,4.80,33.90
2020,BUAH-BUAHAN,TEMBIKAI,SELANGOR,PETALING,1.80,1.80,35.68
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BETONG,2.00,2.00,36.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,56.00,56.00,40.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,18.00,5.20,56.60
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,9.20,4.00,60.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,5.90,63.40
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,REMBAU,4.00,4.00,71.71
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,6.00,5.00,74.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,11.00,11.00,76.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,5.80,5.70,82.70
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.00,83.30
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,6.93,6.04,101.34
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,7.60,5.60,106.40
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,11.00,8.30,115.40
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,6.60,6.60,116.01
2020,BUAH-BUAHAN,TEMBIKAI,MELAKA,JASIN,28.60,14.10,121.77
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,7.20,7.20,144.75
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,10.30,10.25,155.50
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,8.30,8.30,157.72
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,14.00,14.00,208.40
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,45.70,13.70,216.60
2020,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,11.80,11.80,238.52
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,11.80,10.80,240.00
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JELEBU,10.80,10.80,241.00
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,39.00,23.00,249.04
2020,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,10.00,10.00,250.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,BALING,12.40,12.20,250.50
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,18.60,18.40,276.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,48.00,24.00,304.00
2020,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,23.50,21.50,320.10
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,16.10,16.10,322.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,21.95,21.95,402.25
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,21.50,21.50,440.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,38.00,31.00,457.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,56.35,56.35,477.30
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,BATANG PADANG,55.00,55.00,535.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,37.50,31.00,546.50
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,32.00,29.90,557.52
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,30.00,30.00,560.00
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,31.00,31.00,619.52
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,35.40,35.30,637.62
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,82.50,50.20,659.40
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,45.00,45.00,704.00
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,36.09,36.06,723.22
2020,BUAH-BUAHAN,TEMBIKAI,PERAK,MANJUNG,52.30,52.30,760.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUALA MUDA,216.00,213.00,783.00
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,81.40,78.40,793.00
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,34.00,34.00,822.00
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,71.20,48.50,869.00
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,54.12,52.72,936.89
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,54.26,53.95,1043.25
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,51.50,51.50,1083.13
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,130.00,130.00,1300.00
2020,BUAH-BUAHAN,TEMBIKAI,MELAKA,ALOR GAJAH,92.00,92.00,1304.00
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,73.26,71.46,1313.89
2020,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,96.20,94.60,1435.00
2020,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,115.00,105.00,1731.42
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,134.70,113.20,1740.80
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,150.50,119.89,2092.34
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,123.20,2180.20
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,120.50,120.50,2339.27
2020,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,112.33,112.33,2457.03
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,SEREMBAN,100.00,100.00,2500.00
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,131.75,133.75,2846.36
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,209.02,198.54,2907.90
